Attributes,Categories,DateCreated,Description,ImageURLs,Name,ProductID,ProductIdentifier,SKU,SiteIdentifier,Tags,URL,VariationID
\N,\N,2023/06/07 18:46:36,\N,"[https://cdn.shopify.com/s/files/1/0965/7500/products/SunshineDoubleSidedCreativeEaselPink.jpg?v=1599821510,https://cdn.shopify.com/s/files/1/0965/7500/products/SunshineDoubleSidedCreativeEaselPink_2.jpg?v=1599821516,https://cdn.shopify.com/s/files/1/0965/7500/products/SunshineDoubleSidedCreativeEaselPink_3.jpg?v=1599821522,https://cdn.shopify.com/s/files/1/0965/7500/products/SunshineDoubleSidedCreativeEaselPink_1.jpg?v=1599821528,https://cdn.shopify.com/s/files/1/0965/7500/products/SunshineDoubleSidedCreativeEaselPink_4.jpg?v=1599821536]",Sunshine Double Sided Creative Easel Pink,5612303122588,eJzy9PX0c9QN8QuPMDAyNvRTNXILUDUxUDUyVjUyVTUyUzUyUTUyNDa1NDU1tDQ3MjSxMDfDlM+tLMmv1EvO16tKBAQAAP($)!($)!0WMSnw#$$##$$#,IMINA-TNWX0231N/P,eJzKrSzJr9RLzterSgQEAAD($)!($)!xrtBEw#$$#,\N,https://www.mytoy.co.za/products/sunshine-double-sided-creative-easel-pink,35955197214876
